Service,Function,Method,UrlRef,File
"RolePermissionService","permissionRoleDelete","DELETE","urlsApi.rolePermission.permissionRoleDelete","src/services/RolePermissionService.ts"
"RolePermissionService","requestPermissionSource","GET","`${urlsApi.rolePermission.requestPermissionSource}${convertParamsToString(params)}`","src/services/RolePermissionService.ts"
"RolePermissionService","requestPermissionTarget","GET","`${urlsApi.rolePermission.requestPermissionTarget}${convertParamsToString(params)}`","src/services/RolePermissionService.ts"
"RolePermissionService","rolePermission","GET","`${urlsApi.rolePermission.rolePermission}?roleId=${id}&name=${name}&app=crm`","src/services/RolePermissionService.ts"
"RolePermissionService","updateApprovePermission","POST","urlsApi.rolePermission.updateApprovePermission","src/services/RolePermissionService.ts"
"RolePermissionService","updateRejectPermission","POST","urlsApi.rolePermission.updateRejectPermission","src/services/RolePermissionService.ts"
"RolePermissionService","updateRequestPermission","POST","urlsApi.rolePermission.updateRequestPermission","src/services/RolePermissionService.ts"
"RoleService","delete","DELETE","`${urlsApi.role.delete}?id=${id}`","src/services/RoleService.ts"
"RoleService","detail","GET","`${urlsApi.role.detail}?id=${id}`","src/services/RoleService.ts"
"RoleService","list","GET","`${urlsApi.role.list}${convertParamsToString(params)}`","src/services/RoleService.ts"
"RoleService","list_branch","POST","`${urlsApi.role.list_branch}${(params)}`","src/services/RoleService.ts"
"RoleService","list_branch","POST","urlsApi.role.list_branch","src/services/RoleService.ts"
"RoleService","lstCost","GET","`${urlsApi.role.detail}/cost${convertParamsToString(params)}`","src/services/RoleService.ts"
"RoleService","update","POST","urlsApi.role.update","src/services/RoleService.ts"
"RoleService","updateCost","POST","`${urlsApi.role.update}/cost`","src/services/RoleService.ts"
"RoleService","updateParent","POST","urlsApi.role.updateParent","src/services/RoleService.ts"
"SaleflowInvoiceService","addInvoiceExchange","POST","urlsApi.saleflowInvoice.addInvoiceExchange","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","delete","DELETE","`${urlsApi.saleflowInvoice.delete}?id=${id}`","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","deleteInvoiceExchange","DELETE","`${urlsApi.saleflowInvoice.deleteInvoiceExchange}?id=${id}`","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","detail","GET","`${urlsApi.saleflowInvoice.detail}?id=${id}`","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","invoiceExchange","GET","`${urlsApi.saleflowInvoice.invoiceExchange}${convertParamsToString(params)}`","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","list","GET","`${urlsApi.saleflowInvoice.list}${convertParamsToString(params)}`","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","update","POST","urlsApi.saleflowInvoice.update","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","updateApproach","POST","urlsApi.saleflowInvoice.updateApproach","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","updateApproachCancel","POST","urlsApi.saleflowInvoice.updateApproachCancel","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","updateApproachSuccess","POST","urlsApi.saleflowInvoice.updateApproachSuccess","src/services/SaleflowInvoiceService.tsx"
"SaleflowInvoiceService","updateInvoiceExchange","GET","`${urlsApi.saleflowInvoice.updateInvoiceExchange}?id=${id}`","src/services/SaleflowInvoiceService.tsx"
"SaleFlowService","delete","DELETE","`${urlsApi.saleflow.delete}?id=${id}`","src/services/SaleFlowService.ts"
"SaleFlowService","detail","GET","`${urlsApi.saleflow.detail}?id=${id}`","src/services/SaleFlowService.ts"
"SaleFlowService","list","GET","`${urlsApi.saleflow.list}${convertParamsToString(params)}`","src/services/SaleFlowService.ts"
"SaleFlowService","update","POST","urlsApi.saleflow.update","src/services/SaleFlowService.ts"
"ScheduleCommonService","listCommon","GET","`${urlsApi.scheduleCommon.list}${convertParamsToString(params)}`","src/services/ScheduleCommonService.ts"
"ScheduleCommonService","listRelatedToCustomer","GET","`${urlsApi.scheduleCommon.listRelatedToCustomer}${convertParamsToString(params)}`","src/services/ScheduleCommonService.ts"
"ScheduleConsultantService","delete","DELETE","`${urlsApi.scheduleConsultant.delete}?id=${id}`","src/services/ScheduleConsultantService.ts"
"ScheduleConsultantService","detail","GET","`${urlsApi.scheduleConsultant.detail}?id=${id}`","src/services/ScheduleConsultantService.ts"
"ScheduleConsultantService","list","GET","`${urlsApi.scheduleConsultant.list}${convertParamsToString(params)}`","src/services/ScheduleConsultantService.ts"
"ScheduleConsultantService","update","POST","urlsApi.scheduleConsultant.update","src/services/ScheduleConsultantService.ts"
"ScheduleConsultantService","updateKafka","POST","urlsApi.scheduleConsultant.updateKafka","src/services/ScheduleConsultantService.ts"
"ScheduleTreatmentService","delete","DELETE","`${urlsApi.scheduleTreatment.delete}?id=${id}`","src/services/ScheduleTreatmentService.ts"
"ScheduleTreatmentService","detail","GET","`${urlsApi.scheduleTreatment.detail}?id=${id}`","src/services/ScheduleTreatmentService.ts"
"ScheduleTreatmentService","list","GET","`${urlsApi.scheduleTreatment.list}${convertParamsToString(params)}`","src/services/ScheduleTreatmentService.ts"
"ScheduleTreatmentService","update","POST","urlsApi.scheduleTreatment.update","src/services/ScheduleTreatmentService.ts"
"ScheduleTreatmentService","updateKafka","POST","urlsApi.scheduleTreatment.updateKafka","src/services/ScheduleTreatmentService.ts"
"SegmentFilterService","deleteSegmentMapping","DELETE","`${urlsApi.segmentFilter.deleteMapping}?id=${id}`","src/services/SegmentFilterService.ts"
"SegmentFilterService","listSegmentMapping","GET","`${urlsApi.segmentFilter.listMapping}${convertParamsToString(params)}`","src/services/SegmentFilterService.ts"
"SegmentFilterService","updateSegment","POST","urlsApi.segmentFilter.update","src/services/SegmentFilterService.ts"
"SegmentFilterService","updateSegmentMapping","POST","urlsApi.segmentFilter.updateMapping","src/services/SegmentFilterService.ts"
"SendEmailService","approveEmail","GET","`${urlsApi.sendEmail.approveEmail}?id=${id}`","src/services/SendEmailService.ts"
"SendEmailService","cancelEmail","GET","`${urlsApi.sendEmail.cancelEmail}?id=${id}`","src/services/SendEmailService.ts"
"SendEmailService","deleteSendEmail","DELETE","`${urlsApi.sendEmail.deleteEmail}?id=${id}`","src/services/SendEmailService.ts"
"SendEmailService","detailSendEmail","GET","`${urlsApi.sendEmail.detailEmail}?id=${id}`","src/services/SendEmailService.ts"
"SendEmailService","listSendEmail","GET","`${urlsApi.sendEmail.listEmail}${convertParamsToString(params)}`","src/services/SendEmailService.ts"
"SendEmailService","sendEmail","POST","urlsApi.sendEmail.updateEmail","src/services/SendEmailService.ts"
"SendSMSService","approveSMS","GET","`${urlsApi.sendSMS.approveSMS}?id=${id}`","src/services/SendSMSService.ts"
"SendSMSService","cancelSMS","GET","`${urlsApi.sendSMS.cancelSMS}?id=${id}`","src/services/SendSMSService.ts"
"SendSMSService","deleteSendSMS","DELETE","`${urlsApi.sendSMS.deleteSMS}?id=${id}`","src/services/SendSMSService.ts"
"SendSMSService","detailSendSMS","GET","`${urlsApi.sendSMS.detailSMS}?id=${id}`","src/services/SendSMSService.ts"
"SendSMSService","listSendSMS","GET","`${urlsApi.sendSMS.listSMS}${convertParamsToString(params)}`","src/services/SendSMSService.ts"
"SendSMSService","sendSMS","POST","urlsApi.sendSMS.updateSMS","src/services/SendSMSService.ts"
"ServiceIdApiService","list","GET","`${urlsApi.serviceIdApi.list}${convertParamsToString(params)}`","src/services/ServiceIdApiService.ts"
"ServiceService","delete","DELETE","`${urlsApi.service.delete}?id=${id}`","src/services/ServiceService.ts"
"ServiceService","detail","GET","`${urlsApi.service.detail}?id=${id}`","src/services/ServiceService.ts"
"ServiceService","filter","GET","`${urlsApi.service.filter}${convertParamsToString(params)}`","src/services/ServiceService.ts"
"ServiceService","listShared","GET","`${urlsApi.service.listShared}${convertParamsToString(params)}`","src/services/ServiceService.ts"
"ServiceService","update","POST","urlsApi.service.update","src/services/ServiceService.ts"
"ServiceService","updateContent","POST","urlsApi.service.updateContent","src/services/ServiceService.ts"
"SettingService","delete","DELETE","`${urlsApi.setting.delete}?id=${id}`","src/services/SettingService.ts"
"SettingService","list","GET","`${urlsApi.setting.list}${convertParamsToString(params)}`","src/services/SettingService.ts"
"SettingService","update","POST","urlsApi.setting.update","src/services/SettingService.ts"
"SheetFieldQuoteFormService","delete","DELETE","`${urlsApi.sheetFieldQuoteForm.delete}?id=${id}`","src/services/SheetFieldQuoteFormService.ts"
"SheetFieldQuoteFormService","detail","GET","`${urlsApi.sheetFieldQuoteForm.detail}?id=${id}`","src/services/SheetFieldQuoteFormService.ts"
"SheetFieldQuoteFormService","lst","GET","`${urlsApi.sheetFieldQuoteForm.list}${convertParamsToString(params)}`","src/services/SheetFieldQuoteFormService.ts"
"SheetFieldQuoteFormService","update","POST","urlsApi.sheetFieldQuoteForm.update","src/services/SheetFieldQuoteFormService.ts"
"SheetFieldQuoteFormService","updatePostion","POST","urlsApi.sheetFieldQuoteForm.updatePosition","src/services/SheetFieldQuoteFormService.ts"
"SheetQuoteFormService","delete","DELETE","`${urlsApi.sheetQuoteForm.delete}?id=${id}`","src/services/SheetQuoteFormService.ts"
"SheetQuoteFormService","detail","GET","`${urlsApi.sheetQuoteForm.detail}?id=${id}`","src/services/SheetQuoteFormService.ts"
"SheetQuoteFormService","lst","GET","`${urlsApi.sheetQuoteForm.list}${convertParamsToString(params)}`","src/services/SheetQuoteFormService.ts"
"SheetQuoteFormService","update","POST","urlsApi.sheetQuoteForm.update","src/services/SheetQuoteFormService.ts"
"SpaceCustomerService","delete","DELETE","`${urlsApi.spaceCustomer.delete}?id=${id}`","src/services/SpaceCustomerService.ts"
"SpaceCustomerService","detail","GET","`${urlsApi.spaceCustomer.detail}?id=${id}`","src/services/SpaceCustomerService.ts"
"SpaceCustomerService","list","GET","`${urlsApi.spaceCustomer.list}${convertParamsToString(params)}`","src/services/SpaceCustomerService.ts"
"SpaceCustomerService","update","POST","urlsApi.spaceCustomer.update","src/services/SpaceCustomerService.ts"
"SpaceService","delete","DELETE","`${urlsApi.space.delete}?id=${id}`","src/services/SpaceService.ts"
"SpaceService","detail","GET","`${urlsApi.space.detail}?id=${id}`","src/services/SpaceService.ts"
"SpaceService","list","GET","`${urlsApi.space.list}${convertParamsToString(params)}`","src/services/SpaceService.ts"
"SpaceService","update","POST","urlsApi.space.update","src/services/SpaceService.ts"
"SpaceTypeService","delete","DELETE","`${urlsApi.spaceType.delete}?id=${id}`","src/services/SpaceTypeService.ts"
"SpaceTypeService","detail","GET","`${urlsApi.spaceType.detail}?id=${id}`","src/services/SpaceTypeService.ts"
"SpaceTypeService","list","GET","`${urlsApi.spaceType.list}${convertParamsToString(params)}`","src/services/SpaceTypeService.ts"
"SpaceTypeService","update","POST","urlsApi.spaceType.update","src/services/SpaceTypeService.ts"
"SubsystemAdministrationService","addModuleResource","POST","urlsApi.subsystemAdministration.addModuleResource","src/services/SubsystemAdministrationService.ts"
"SubsystemAdministrationService","delete","DELETE","`${urlsApi.subsystemAdministration.delete}?id=${id}`","src/services/SubsystemAdministrationService.ts"
"SubsystemAdministrationService","detail","GET","`${urlsApi.subsystemAdministration.detail}?id=${id}`","src/services/SubsystemAdministrationService.ts"
"SubsystemAdministrationService","list","GET","`${urlsApi.subsystemAdministration.list}${convertParamsToString(params)}`","src/services/SubsystemAdministrationService.ts"
"SubsystemAdministrationService","removeModuleResource","DELETE","`${urlsApi.subsystemAdministration.removeModuleResource}?moduleId=${moduleId}&resourceId=${resourceId}`","src/services/SubsystemAdministrationService.ts"
"SubsystemAdministrationService","update","POST","urlsApi.subsystemAdministration.update","src/services/SubsystemAdministrationService.ts"
"SupplierAccountService","delete","DELETE","`${urlsApi.supplierAccount.delete}?id=${id}`","src/services/SupplierAccountService.ts"
"SupplierAccountService","detail","GET","`${urlsApi.supplierAccount.detail}?id=${id}`","src/services/SupplierAccountService.ts"
"SupplierAccountService","list","GET","`${urlsApi.supplierAccount.list}${convertParamsToString(params)}`","src/services/SupplierAccountService.ts"
"SupplierAccountService","resetPass","POST","urlsApi.supplierAccount.resetPass","src/services/SupplierAccountService.ts"
"SupplierAccountService","update","POST","urlsApi.supplierAccount.update","src/services/SupplierAccountService.ts"
"SupplierAccountService","updateActive","POST","urlsApi.supplierAccount.updateActive","src/services/SupplierAccountService.ts"
"SupplierBpmService","delete","DELETE","`${urlsApi.supplierBpm.delete}?id=${id}`","src/services/SupplierBpmService.ts"
"SupplierBpmService","detail","GET","`${urlsApi.supplierBpm.detail}?id=${id}`","src/services/SupplierBpmService.ts"
"SupplierBpmService","list","GET","`${urlsApi.supplierBpm.list}${convertParamsToString(params)}`","src/services/SupplierBpmService.ts"
"SupplierBpmService","update","POST","urlsApi.supplierBpm.update","src/services/SupplierBpmService.ts"
"SupplierService","delete","DELETE","`${urlsApi.supplier.delete}?id=${id}`","src/services/SupplierService.ts"
"SupplierService","deleteContact","DELETE","`${urlsApi.supplier.deleteContact}?id=${id}`","src/services/SupplierService.ts"
"SupplierService","detail","GET","`${urlsApi.supplier.detail}?id=${id}`","src/services/SupplierService.ts"
"SupplierService","detailContact","GET","`${urlsApi.supplier.detailContact}?id=${id}`","src/services/SupplierService.ts"
"SupplierService","list","GET","`${urlsApi.supplier.list}${convertParamsToString(params)}`","src/services/SupplierService.ts"
"SupplierService","listContact","GET","`${urlsApi.supplier.listContact}${convertParamsToString(params)}`","src/services/SupplierService.ts"
"SupplierService","update","POST","urlsApi.supplier.update","src/services/SupplierService.ts"
"SupplierService","updateActive","POST","urlsApi.supplier.updateActive","src/services/SupplierService.ts"
"SupportCommonService","checkApproved","GET","`${urlsApi.supportCommon.checkApproved}${convertParamsToString(params)}`","src/services/SupportCommonService.ts"
"SupportCommonService","deleteConfig","DELETE","`${urlsApi.supportCommon.supportConfigDelete}?id=${id}`","src/services/SupportCommonService.ts"
"SupportCommonService","deleteLink","DELETE","`${urlsApi.supportCommon.supportLinkDelete}?id=${id}`","src/services/SupportCommonService.ts"
"SupportCommonService","deleteLog","DELETE","`${urlsApi.supportCommon.supportLogDelete}?id=${id}`","src/services/SupportCommonService.ts"
"SupportCommonService","deleteObject","DELETE","`${urlsApi.supportCommon.supportObjectDelete}?id=${id}`","src/services/SupportCommonService.ts"
"SupportCommonService","detailConfig","GET","`${urlsApi.supportCommon.supportConfigDetail}?id=${id}`","src/services/SupportCommonService.ts"
"SupportCommonService","lstConfig","GET","`${urlsApi.supportCommon.supportConfigLst}${convertParamsToString(params)}`","src/services/SupportCommonService.ts"
"SupportCommonService","lstLink","GET","`${urlsApi.supportCommon.supportLinkLst}${convertParamsToString(params)}`","src/services/SupportCommonService.ts"
"SupportCommonService","lstLog","GET","`${urlsApi.supportCommon.supportLogLst}${convertParamsToString(params)}`","src/services/SupportCommonService.ts"
"SupportCommonService","lstObject","GET","`${urlsApi.supportCommon.supportObjectLst}${convertParamsToString(params)}`","src/services/SupportCommonService.ts"
"SupportCommonService","processDone","POST","urlsApi.supportCommon.processDone","src/services/SupportCommonService.ts"
"SupportCommonService","processReceive","POST","urlsApi.supportCommon.processReceive","src/services/SupportCommonService.ts"
"SupportCommonService","processRejected","POST","urlsApi.supportCommon.processRejected","src/services/SupportCommonService.ts"
"SupportCommonService","takeObject","GET","`${urlsApi.supportCommon.takeObject}${convertParamsToString(params)}`","src/services/SupportCommonService.ts"
"SupportCommonService","updateConfig","POST","urlsApi.supportCommon.supportConfigUpdate","src/services/SupportCommonService.ts"
"SupportCommonService","updateLink","POST","urlsApi.supportCommon.supportLinkUpdate","src/services/SupportCommonService.ts"
"SupportCommonService","updateLog","POST","urlsApi.supportCommon.supportLogUpdate","src/services/SupportCommonService.ts"
"SupportCommonService","updateObject","POST","urlsApi.supportCommon.supportObjectUpdate","src/services/SupportCommonService.ts"
"SupportCommonService","updateStatusSupport","POST","urlsApi.supportCommon.updateStatusSupport","src/services/SupportCommonService.ts"
"SurveyFormService","delete","DELETE","`${urlsApi.surveyForm.delete}?id=${id}`","src/services/SurveyFormService.ts"
"SurveyFormService","detail","GET","`${urlsApi.surveyForm.detail}?id=${id}`","src/services/SurveyFormService.ts"
"SurveyFormService","lst","GET","`${urlsApi.surveyForm.lst}${convertParamsToString(params)}`","src/services/SurveyFormService.ts"
"SurveyFormService","statistic","GET","`${urlsApi.surveyForm.statistic}/${id}/statistic${convertParamsToString(params)}`","src/services/SurveyFormService.ts"
"SurveyFormService","submitVoc","POST","urlsApi.surveyForm.submitVoc","src/services/SurveyFormService.ts"
"SurveyFormService","update","POST","urlsApi.surveyForm.update","src/services/SurveyFormService.ts"
"SwitchboardService","delete","DELETE","`${urlsApi.switchboard.delete}?id=${id}`","src/services/SwitchboardService.ts"
"SwitchboardService","detail","GET","`${urlsApi.switchboard.detail}?id=${id}`","src/services/SwitchboardService.ts"
"SwitchboardService","list","GET","`${urlsApi.switchboard.list}${convertParamsToString(params)}`","src/services/SwitchboardService.ts"
"SwitchboardService","update","POST","urlsApi.switchboard.update","src/services/SwitchboardService.ts"
"SwitchboardService","updateStatus","POST","urlsApi.switchboard.updateStatus","src/services/SwitchboardService.ts"
"TeamEmployeeService","delete","DELETE","`${urlsApi.teamEmployee.delete}?id=${id}`","src/services/TeamEmployeeService.ts"
"TeamEmployeeService","deleteEmployee","DELETE","`${urlsApi.teamEmployee.deleteEmployee}?id=${id}`","src/services/TeamEmployeeService.ts"
"TeamEmployeeService","detail","GET","`${urlsApi.teamEmployee.detail}?id=${id}`","src/services/TeamEmployeeService.ts"
"TeamEmployeeService","list","GET","`${urlsApi.teamEmployee.list}${convertParamsToString(params)}`","src/services/TeamEmployeeService.ts"
"TeamEmployeeService","listEmployee","GET","`${urlsApi.teamEmployee.listEmployee}${convertParamsToString(params)}`","src/services/TeamEmployeeService.ts"
"TeamEmployeeService","update","POST","urlsApi.teamEmployee.update","src/services/TeamEmployeeService.ts"
"TeamEmployeeService","updateEmployee","POST","urlsApi.teamEmployee.updateEmployee","src/services/TeamEmployeeService.ts"
"TemplateCategoryService","delete","DELETE","`${urlsApi.templateCategory.delete}?id=${id}`","src/services/TemplateCategoryService.ts"
"TemplateCategoryService","detail","GET","`${urlsApi.templateCategory.detail}?id=${id}`","src/services/TemplateCategoryService.ts"
"TemplateCategoryService","list","GET","`${urlsApi.templateCategory.list}${convertParamsToString(params)}`","src/services/TemplateCategoryService.ts"
"TemplateCategoryService","update","POST","urlsApi.templateCategory.update","src/services/TemplateCategoryService.ts"
"TemplateEmailService","delete","DELETE","`${urlsApi.templateEmail.delete}?id=${id}`","src/services/TemplateEmailService.ts"
"TemplateEmailService","detail","GET","`${urlsApi.templateEmail.detail}?id=${id}`","src/services/TemplateEmailService.ts"
"TemplateEmailService","list","GET","`${urlsApi.templateEmail.list}${convertParamsToString(params)}`","src/services/TemplateEmailService.ts"
"TemplateEmailService","update","POST","urlsApi.templateEmail.update","src/services/TemplateEmailService.ts"
"TemplateSMSService","delete","DELETE","`${urlsApi.templateSMS.delete}?id=${id}`","src/services/TemplateSMSService.ts"
"TemplateSMSService","detail","GET","`${urlsApi.templateSMS.detail}?id=${id}`","src/services/TemplateSMSService.ts"
"TemplateSMSService","list","GET","`${urlsApi.templateSMS.list}${convertParamsToString(params)}`","src/services/TemplateSMSService.ts"
"TemplateSMSService","update","POST","urlsApi.templateSMS.update","src/services/TemplateSMSService.ts"
"TemplateZaloService","delete","DELETE","`${urlsApi.templateZalo.delete}?id=${id}`","src/services/TemplateZaloService.ts"
"TemplateZaloService","detail","GET","`${urlsApi.templateZalo.detail}?id=${id}`","src/services/TemplateZaloService.ts"
"TemplateZaloService","list","GET","`${urlsApi.templateZalo.list}${convertParamsToString(params)}`","src/services/TemplateZaloService.ts"
"TemplateZaloService","update","POST","urlsApi.templateZalo.update","src/services/TemplateZaloService.ts"
"TenderPackageService","cancelBidding","POST","urlsApi.tenderPackage.cancelBidding","src/services/TenderPackageService.ts"
"TenderPackageService","delete","DELETE","`${urlsApi.tenderPackage.delete}?id=${id}`","src/services/TenderPackageService.ts"
"TenderPackageService","detail","GET","`${urlsApi.tenderPackage.detail}?id=${id}`","src/services/TenderPackageService.ts"
"TenderPackageService","detailBiddingInvitation","GET","`${urlsApi.tenderPackage.detailBiddingInvitation}?id=${id}`","src/services/TenderPackageService.ts"
"TenderPackageService","detailExtensionRequest","GET","`${urlsApi.tenderPackage.detailExtensionRequest}?id=${id}`","src/services/TenderPackageService.ts"
"TenderPackageService","extensionHistory","POST","urlsApi.tenderPackage.extensionHistory","src/services/TenderPackageService.ts"
"TenderPackageService","getResultDocumentEvaluation","GET","`${urlsApi.tenderPackage.getResultDocumentEvaluation}${convertParamsToString(params)}`","src/services/TenderPackageService.ts"
"TenderPackageService","getResultFinanceEvaluation","GET","`${urlsApi.tenderPackage.getResultFinanceEvaluation}${convertParamsToString(params)}`","src/services/TenderPackageService.ts"
"TenderPackageService","list","GET","`${urlsApi.tenderPackage.list}${convertParamsToString(params)}`","src/services/TenderPackageService.ts"
"TenderPackageService","listBiddingInvitation","GET","`${urlsApi.tenderPackage.listBiddingInvitation}${convertParamsToString(params)}`","src/services/TenderPackageService.ts"
"TenderPackageService","listContractor","GET","`${urlsApi.tenderPackage.listContractor}${convertParamsToString(params)}`","src/services/TenderPackageService.ts"
"TenderPackageService","listExtensionHistory","GET","`${urlsApi.tenderPackage.listExtensionHistory}${convertParamsToString(params)}`","src/services/TenderPackageService.ts"
"TenderPackageService","listGeneralClarification","GET","`${urlsApi.tenderPackage.listGeneralClarification}${convertParamsToString(params)}`","src/services/TenderPackageService.ts"
"TenderPackageService","listSubmittedDocument","GET","`${urlsApi.tenderPackage.listSubmittedDocument}${convertParamsToString(params)}`","src/services/TenderPackageService.ts"
"TenderPackageService","openBidding","POST","urlsApi.tenderPackage.openBidding","src/services/TenderPackageService.ts"
"TenderPackageService","sendEvaluation","POST","urlsApi.tenderPackage.sendEvaluation","src/services/TenderPackageService.ts"
"TenderPackageService","submitReview","POST","urlsApi.tenderPackage.submitReview","src/services/TenderPackageService.ts"
"TenderPackageService","update","POST","urlsApi.tenderPackage.update","src/services/TenderPackageService.ts"
"TenderPackageService","updateBatch","POST","urlsApi.tenderPackage.updateBatch","src/services/TenderPackageService.ts"
"TenderPackageService","updateBidding","POST","urlsApi.tenderPackage.updateBidding","src/services/TenderPackageService.ts"
"TenderPackageService","updateBiddingStatus","POST","urlsApi.tenderPackage.updateBiddingStatus","src/services/TenderPackageService.ts"
"TenderPackageService","updateGeneralClarification","POST","urlsApi.tenderPackage.updateGeneralClarification","src/services/TenderPackageService.ts"
"TicketCategoryService","delete","DELETE","`${urlsApi.ticketCategory.delete}?id=${id}`","src/services/TicketCategoryService.ts"
"TicketCategoryService","detail","GET","`${urlsApi.ticketCategory.detail}?id=${id}`","src/services/TicketCategoryService.ts"
"TicketCategoryService","list","GET","`${urlsApi.ticketCategory.list}${convertParamsToString(params)}`","src/services/TicketCategoryService.ts"
"TicketCategoryService","update","POST","urlsApi.ticketCategory.update","src/services/TicketCategoryService.ts"
"TicketProcService","delete","DELETE","`${urlsApi.ticketProc.delete}?id=${id}`","src/services/TicketProcService.ts"
"TicketProcService","detail","GET","`${urlsApi.ticketProc.detail}?id=${id}`","src/services/TicketProcService.ts"
"TicketProcService","list","GET","`${urlsApi.ticketProc.list}${convertParamsToString(params)}`","src/services/TicketProcService.ts"
"TicketProcService","update","POST","urlsApi.ticketProc.update","src/services/TicketProcService.ts"
"TicketService","collect","POST","`${urlsApi.ticket.collect}${convertParamsToString(params)}`","src/services/TicketService.ts"
"TicketService","delete","DELETE","`${urlsApi.ticket.delete}?id=${id}`","src/services/TicketService.ts"
"TicketService","detail","GET","`${urlsApi.ticket.detail}?id=${id}`","src/services/TicketService.ts"
"TicketService","list","GET","`${urlsApi.ticket.list}${convertParamsToString(params)}`","src/services/TicketService.ts"
"TicketService","resetTransferVotes","GET","`${urlsApi.ticket.resetTransferVotes}${convertParamsToString(params)}`","src/services/TicketService.ts"
"TicketService","ticketExchangeDelete","DELETE","`${urlsApi.ticket.ticketExchangeDelete}?id=${id}`","src/services/TicketService.ts"
"TicketService","ticketExchangeList","GET","`${urlsApi.ticket.ticketExchangeList}${convertParamsToString(params)}`","src/services/TicketService.ts"
"TicketService","ticketExchangeUpdate","POST","urlsApi.ticket.ticketExchangeUpdate","src/services/TicketService.ts"
"TicketService","ticketProcessUpdate","POST","urlsApi.ticket.ticketProcess","src/services/TicketService.ts"
"TicketService","update","POST","urlsApi.ticket.update","src/services/TicketService.ts"
"TicketService","updateStatus","POST","urlsApi.ticket.updateStatus","src/services/TicketService.ts"
"TicketStepService","delete","DELETE","`${urlsApi.ticketStep.delete}?id=${id}`","src/services/TicketStepService.ts"
"TicketStepService","detail","GET","`${urlsApi.ticketStep.detail}?id=${id}`","src/services/TicketStepService.ts"
"TicketStepService","list","GET","`${urlsApi.ticketStep.list}${convertParamsToString(params)}`","src/services/TicketStepService.ts"
"TicketStepService","update","POST","urlsApi.ticketStep.update","src/services/TicketStepService.ts"
"TipGroupConfigService","delete","DELETE","`${urlsApi.tipGroupConfig.delete}?id=${id}`","src/services/TipGroupConfigService.ts"
"TipGroupConfigService","list","GET","`${urlsApi.tipGroupConfig.list}${convertParamsToString(params)}`","src/services/TipGroupConfigService.ts"
"TipGroupConfigService","update","POST","urlsApi.tipGroupConfig.update","src/services/TipGroupConfigService.ts"
"TipGroupService","delete","DELETE","`${urlsApi.tipGroup.delete}?id=${id}`","src/services/TipGroupService.ts"
"TipGroupService","deleteGroupTipEmloyee","DELETE","`${urlsApi.tipGroup.deleteTipGroupEmloyee}?id=${id}`","src/services/TipGroupService.ts"
"TipGroupService","list","GET","`${urlsApi.tipGroup.list}${convertParamsToString(params)}`","src/services/TipGroupService.ts"
"TipGroupService","listGroupTipEmloyee","GET","`${urlsApi.tipGroup.listTipGroupEmloyee}${convertParamsToString(params)}`","src/services/TipGroupService.ts"
"TipGroupService","update","POST","urlsApi.tipGroup.update","src/services/TipGroupService.ts"
"TipGroupService","updateGroupTipEmloyee","POST","urlsApi.tipGroup.updateTipGroupEmloyee","src/services/TipGroupService.ts"
"TipUserConfigService","delete","DELETE","`${urlsApi.tipUserConfig.delete}?id=${id}`","src/services/TipUserConfigService.ts"
"TipUserConfigService","list","GET","`${urlsApi.tipUserConfig.list}${convertParamsToString(params)}`","src/services/TipUserConfigService.ts"
"TipUserConfigService","update","POST","urlsApi.tipUserConfig.update","src/services/TipUserConfigService.ts"
"TipUserService","delete","DELETE","`${urlsApi.tipUser.delete}?id=${id}`","src/services/TipUserService.ts"
"TipUserService","list","GET","`${urlsApi.tipUser.list}${convertParamsToString(params)}`","src/services/TipUserService.ts"
"TipUserService","update","POST","urlsApi.tipUser.update","src/services/TipUserService.ts"
"TransactionInformationService","delete","DELETE","`${urlsApi.transactionInformation.delete}?id=${id}`","src/services/fintech/TransactionInformationService.ts"
"TransactionInformationService","get","GET","`${urlsApi.transactionInformation.get}?id=${id}`","src/services/fintech/TransactionInformationService.ts"
"TransactionInformationService","list","GET","`${urlsApi.transactionInformation.lst}${convertParamsToString(params)}`","src/services/fintech/TransactionInformationService.ts"
"TransactionInformationService","update","POST","urlsApi.transactionInformation.update","src/services/fintech/TransactionInformationService.ts"
"TreamentService","delete","DELETE","`${urlsApi.treatment.delete}?id=${id}`","src/services/TreamentService.ts"
"TreamentService","filter","GET","`${urlsApi.treatment.filterSchedule}${convertParamsToString(params)}`","src/services/TreamentService.ts"
"TreamentService","filterByScheduler","GET","`${urlsApi.treatment.filterByScheduler}${convertParamsToString(params)}`","src/services/TreamentService.ts"
"TreamentService","update","POST","urlsApi.treatment.update","src/services/TreamentService.ts"
