Service,Function,Method,UrlRef,File
"FanpageFacebookService","replyFanpageChat","POST","urlsApi.fanpageFacebook.replyFanpageChat","src/services/FanpageFacebookService.ts"
"FanpageFacebookService","replyFanpageComment","POST","urlsApi.fanpageFacebook.replyFanpageComment","src/services/FanpageFacebookService.ts"
"FanpageFacebookService","update","POST","urlsApi.fanpageFacebook.update","src/services/FanpageFacebookService.ts"
"FeedbackService","changeStatus","POST","urlsApi.feedback.changeStatus","src/services/FeedbackService.ts"
"FeedbackService","delete","DELETE","`${urlsApi.feedback.delete}?id=${id}`","src/services/FeedbackService.ts"
"FeedbackService","list","GET","`${urlsApi.feedback.lst}${convertParamsToString(params)}`","src/services/FeedbackService.ts"
"FeedbackService","update","POST","urlsApi.feedback.update","src/services/FeedbackService.ts"
"FieldListService","delete","DELETE","`${urlsApi.bpmField.delete}?id=${id}`","src/services/FieldListService.ts"
"FieldListService","detail","GET","`${urlsApi.bpmField.detail}?id=${id}`","src/services/FieldListService.ts"
"FieldListService","list","GET","`${urlsApi.bpmField.list}${convertParamsToString(params)}`","src/services/FieldListService.ts"
"FieldListService","update","POST","urlsApi.bpmField.update","src/services/FieldListService.ts"
"FieldListService","updateStatus","POST","urlsApi.bpmField.updateStatus","src/services/FieldListService.ts"
"FileService","uploadFile","UPLOAD","urlsApi.file.upload","src/services/FileService.ts"
"FormCategoryService","delete","DELETE","`${urlsApi.formCategory.delete}?id=${id}`","src/services/FormCategoryService.ts"
"FormCategoryService","detail","GET","`${urlsApi.formCategory.detail}?id=${id}`","src/services/FormCategoryService.ts"
"FormCategoryService","detail","GET","`${urlsApi.formCategory.detail}?code=${code}`","src/services/FormCategoryService.ts"
"FormCategoryService","list","GET","`${urlsApi.formCategory.list}${convertParamsToString(params)}`","src/services/FormCategoryService.ts"
"FormCategoryService","update","POST","urlsApi.formCategory.update","src/services/FormCategoryService.ts"
"FSQuoteService","cloneFs","POST","urlsApi.fs.cloneFs","src/services/FSQuoteService.ts"
"FSQuoteService","delete","DELETE","`${urlsApi.fs.delete}?id=${id}`","src/services/FSQuoteService.ts"
"FSQuoteService","detail","GET","`${urlsApi.fs.detail}?id=${id}`","src/services/FSQuoteService.ts"
"FSQuoteService","fsFormDelete","DELETE","`${urlsApi.fs.fsFormDelete}?id=${id}`","src/services/FSQuoteService.ts"
"FSQuoteService","fsFormLst","GET","`${urlsApi.fs.fsFormLst}${convertParamsToString(params)}`","src/services/FSQuoteService.ts"
"FSQuoteService","fsFormUpdate","POST","`${urlsApi.fs.fsFormUpdate}`","src/services/FSQuoteService.ts"
"FSQuoteService","fsFormUpdatePostion","POST","urlsApi.fs.fsFormUpdatePostion","src/services/FSQuoteService.ts"
"FSQuoteService","list","GET","`${urlsApi.fs.lst}${convertParamsToString(params)}`","src/services/FSQuoteService.ts"
"FSQuoteService","resetSignature","GET","`${urlsApi.fs.resetSignal}${convertParamsToString(params)}`","src/services/FSQuoteService.ts"
"FSQuoteService","update","POST","urlsApi.fs.update","src/services/FSQuoteService.ts"
"FSQuoteService","updateAndInit","POST","urlsApi.fs.updateAndInit","src/services/FSQuoteService.ts"
"FSQuoteService","updateStatus","POST","urlsApi.fs.updateStatus","src/services/FSQuoteService.ts"
"FullFinancialReportService","delete","DELETE","`${urlsApi.fullFinancialReport.delete}?id=${id}`","src/services/fintech/FullFinancialReportService.ts"
"FullFinancialReportService","get","GET","`${urlsApi.fullFinancialReport.get}?id=${id}`","src/services/fintech/FullFinancialReportService.ts"
"FullFinancialReportService","list","GET","`${urlsApi.fullFinancialReport.lst}${convertParamsToString(params)}`","src/services/fintech/FullFinancialReportService.ts"
"FullFinancialReportService","update","POST","urlsApi.fullFinancialReport.update","src/services/fintech/FullFinancialReportService.ts"
"FunctionalManagementService","delete","DELETE","`${urlsApi.functionalManagement.delete}?id=${id}`","src/services/FunctionalManagementService.ts"
"FunctionalManagementService","detail","GET","`${urlsApi.functionalManagement.detail}?id=${id}`","src/services/FunctionalManagementService.ts"
"FunctionalManagementService","freeResource","GET","`${urlsApi.functionalManagement.freeResource}${convertParamsToString(params)}`","src/services/FunctionalManagementService.ts"
"FunctionalManagementService","list","GET","`${urlsApi.functionalManagement.list}${convertParamsToString(params)}`","src/services/FunctionalManagementService.ts"
"FunctionalManagementService","update","POST","urlsApi.functionalManagement.update","src/services/FunctionalManagementService.ts"
"GridService","delete","DELETE","`${urlsApi.grid.delete}${convertParamsToString(params)}`","src/services/GridService.ts"
"GridService","deleteRow","DELETE","`${urlsApi.grid.deleteRow}${convertParamsToString(params)}`","src/services/GridService.ts"
"GridService","detail","GET","`${urlsApi.grid.detail}${convertParamsToString(params)}`","src/services/GridService.ts"
"GridService","detailRow","GET","`${urlsApi.grid.detailRow}${convertParamsToString(params)}`","src/services/GridService.ts"
"GridService","getRowsUpload","GET","`${urlsApi.grid.getRowsUpload}${convertParamsToString(params)}`","src/services/GridService.ts"
"GridService","importFile","POST","urlsApi.grid.importFile","src/services/GridService.ts"
"GridService","list","GET","`${urlsApi.grid.list}${convertParamsToString(params)}`","src/services/GridService.ts"
"GridService","listComment","GET","`${urlsApi.grid.listComment}${convertParamsToString(params)}`","src/services/GridService.ts"
"GridService","update","POST","urlsApi.grid.update","src/services/GridService.ts"
"GridService","updateComment","POST","urlsApi.grid.updateComment","src/services/GridService.ts"
"GridService","updateRow","POST","urlsApi.grid.updateRow","src/services/GridService.ts"
"HistorySendService","historySendEmail","GET","`${urlsApi.historySend.historySendEmail}${convertParamsToString(params)}`","src/services/HistorySendService.ts"
"HistorySendService","historySendSMS","GET","`${urlsApi.historySend.historySendSMS}${convertParamsToString(params)}`","src/services/HistorySendService.ts"
"HistorySendService","historySendZalo","GET","`${urlsApi.historySend.historySendZalo}${convertParamsToString(params)}`","src/services/HistorySendService.ts"
"HrisService","getScheduleConfig","GET","`${urlsApi.hris.getScheduleConfig}`","src/services/HrisService.ts"
"HrisService","getSyncHistory","POST","urlsApi.hris.getSyncHistory","src/services/HrisService.ts"
"HrisService","syncEmployee","POST","`${urlsApi.hris.syncEmployee}?from=${date}`","src/services/HrisService.ts"
"HrisService","updateScheduleConfig","POST","urlsApi.hris.updateScheduleConfig","src/services/HrisService.ts"
"ImageService","uploadImage","UPLOAD","urlsApi.image.upload","src/services/ImageService.ts"
"IndustryService","delete","DELETE","`${urlsApi.industry.delete}?id=${id}`","src/services/IndustryService.ts"
"IndustryService","detail","GET","`${urlsApi.industry.detail}?id=${id}`","src/services/IndustryService.ts"
"IndustryService","list","GET","`${urlsApi.industry.list}${convertParamsToString(params)}`","src/services/IndustryService.ts"
"IndustryService","update","POST","urlsApi.industry.update","src/services/IndustryService.ts"
"InstallApplicationService","delete","DELETE","`${urlsApi.installApp.delete}?id=${id}`","src/services/InstallApplicationService.ts"
"InstallApplicationService","detail","GET","`${urlsApi.installApp.detail}?id=${id}`","src/services/InstallApplicationService.ts"
"InstallApplicationService","list","GET","`${urlsApi.installApp.list}${convertParamsToString(params)}`","src/services/InstallApplicationService.ts"
"InstallApplicationService","takeKey","GET","`${urlsApi.installApp.takeKey}`","src/services/InstallApplicationService.ts"
"InstallApplicationService","update","POST","urlsApi.installApp.update","src/services/InstallApplicationService.ts"
"IntegrationPartnerService","delete","DELETE","`${urlsApi.integration.delete}?id=${id}`","src/services/IntegrationPartnerService.ts"
"IntegrationPartnerService","list","GET","`${urlsApi.integration.list}${convertParamsToString(params)}`","src/services/IntegrationPartnerService.ts"
"IntegrationPartnerService","logList","GET","`${urlsApi.integration.logList}${convertParamsToString(params)}`","src/services/IntegrationPartnerService.ts"
"IntegrationPartnerService","update","POST","urlsApi.integration.update","src/services/IntegrationPartnerService.ts"
"IntegrationPartnerService","updateStatus","POST","urlsApi.integration.updateStatus","src/services/IntegrationPartnerService.ts"
"InventoryService","delete","DELETE","`${urlsApi.inventory.delete}?id=${id}`","src/services/InventoryService.ts"
"InventoryService","import","GET","urlsApi.inventory.import","src/services/InventoryService.ts"
"InventoryService","list","GET","`${urlsApi.inventory.list}${convertParamsToString(params)}`","src/services/InventoryService.ts"
"InventoryService","update","POST","urlsApi.inventory.update","src/services/InventoryService.ts"
"InvestorService","delete","DELETE","`${urlsApi.bpmInvestor.delete}?id=${id}`","src/services/InvestorService.ts"
"InvestorService","detail","GET","`${urlsApi.bpmInvestor.detail}?id=${id}`","src/services/InvestorService.ts"
"InvestorService","list","GET","`${urlsApi.bpmInvestor.list}${convertParamsToString(params)}`","src/services/InvestorService.ts"
"InvestorService","update","POST","urlsApi.bpmInvestor.update","src/services/InvestorService.ts"
"InvestorService","updateStatus","POST","urlsApi.bpmInvestor.updateStatus","src/services/InvestorService.ts"
"InvoiceService","cancelInvoice","DELETE","`${urlsApi.invoice.cancelInvoice}?id=${id}`","src/services/InvoiceService.ts"
"InvoiceService","cardService","GET","`${urlsApi.invoice.cardService}?customerId=${id}`","src/services/InvoiceService.ts"
"InvoiceService","create","POST","urlsApi.invoice.create","src/services/InvoiceService.ts"
"InvoiceService","debtInvoice","GET","`${urlsApi.invoice.debtInvoice}?customerId=${id}`","src/services/InvoiceService.ts"
"InvoiceService","getInvoiceCode","GET","`${urlsApi.invoice.invoiceCode}?productId=${id}`","src/services/InvoiceService.ts"
"InvoiceService","historyUseCard","GET","`${urlsApi.invoice.historyUseCard}?bcseId=${id}`","src/services/InvoiceService.ts"
"InvoiceService","invoiceDetail","GET","`${urlsApi.invoice.invoiceDetail}${convertParamsToString(params)}`","src/services/InvoiceService.ts"
"InvoiceService","invoiceDetailCustomer","GET","`${urlsApi.invoice.invoiceDetailCustomer}?customerId=${id}${invoiceId ? `&id=${invoiceId}` : ''}`","src/services/InvoiceService.ts"
"InvoiceService","list","GET","`${urlsApi.invoice.list}${convertParamsToString(params)}`","src/services/InvoiceService.ts"
"InvoiceService","listInvoiceDetail","GET","`${urlsApi.invoice.invoiceDetailList}?invoiceId=${id}`","src/services/InvoiceService.ts"
"InvoiceService","temporarilyInvoices","POST","urlsApi.invoice.temporarilyInvoice","src/services/InvoiceService.ts"
"KeywordDataService","delete","DELETE","`${urlsApi.keywordData.delete}?id=${id}`","src/services/KeywordDataService.ts"
"KeywordDataService","detail","GET","`${urlsApi.keywordData.detail}?id=${id}`","src/services/KeywordDataService.ts"
"KeywordDataService","list","GET","`${urlsApi.keywordData.list}${convertParamsToString(params)}`","src/services/KeywordDataService.ts"
"KeywordDataService","update","POST","urlsApi.keywordData.update","src/services/KeywordDataService.ts"
"KpiApplyService","delete","DELETE","`${urlsApi.kpiApply.delete}?id=${id}`","src/services/KpiApplyService.ts"
"KpiApplyService","list","GET","`${urlsApi.kpiApply.list}${convertParamsToString(params)}`","src/services/KpiApplyService.ts"
"KpiApplyService","update","POST","urlsApi.kpiApply.update","src/services/KpiApplyService.ts"
"KpiDatasourceService","delete","DELETE","`${urlsApi.kpiDatasource.delete}?id=${id}`","src/services/KpiDatasourceService.ts"
"KpiDatasourceService","list","GET","`${urlsApi.kpiDatasource.list}${convertParamsToString(params)}`","src/services/KpiDatasourceService.ts"
"KpiDatasourceService","update","POST","urlsApi.kpiDatasource.update","src/services/KpiDatasourceService.ts"
"KpiGoalService","delete","DELETE","`${urlsApi.kpiGoal.delete}?id=${id}`","src/services/KpiGoalService.ts"
"KpiGoalService","detail","GET","`${urlsApi.kpiGoal.detail}?id=${id}`","src/services/KpiGoalService.ts"
"KpiGoalService","list","GET","`${urlsApi.kpiGoal.list}${convertParamsToString(params)}`","src/services/KpiGoalService.ts"
"KpiGoalService","update","POST","urlsApi.kpiGoal.update","src/services/KpiGoalService.ts"
"KpiObjectService","addKpiExchange","POST","urlsApi.kpiObject.addKpiExchange","src/services/KpiObjectService.ts"
"KpiObjectService","delete","DELETE","`${urlsApi.kpiObject.delete}?id=${id}`","src/services/KpiObjectService.ts"
"KpiObjectService","deleteKpiExchange","DELETE","`${urlsApi.kpiObject.deleteKpiExchange}?id=${id}`","src/services/KpiObjectService.ts"
"KpiObjectService","detail","GET","`${urlsApi.kpiObject.detail}?id=${id}`","src/services/KpiObjectService.ts"
"KpiObjectService","detailKpiEmployee","GET","`${urlsApi.kpiObject.detailKpiEmployee}${convertParamsToString(params)}`","src/services/KpiObjectService.ts"
"KpiObjectService","exchangelist","GET","`${urlsApi.kpiObject.exchangeList}${convertParamsToString(params)}`","src/services/KpiObjectService.ts"
"KpiObjectService","list","GET","`${urlsApi.kpiObject.list}${convertParamsToString(params)}`","src/services/KpiObjectService.ts"
"KpiObjectService","update","POST","urlsApi.kpiObject.update","src/services/KpiObjectService.ts"
"KpiObjectService","updateKpiExchange","GET","`${urlsApi.kpiObject.updateKpiExchange}?id=${id}`","src/services/KpiObjectService.ts"
"KpiService","addEmployeeToKpi","GET","`${urlsApi.kpi.addEmployeeToKpi}${convertParamsToString(params)}`","src/services/KpiService.ts"
"KpiService","addEmployeeToKpiContact","GET","`${urlsApi.kpi.addEmployeeToKpiContact}${convertParamsToString(params)}`","src/services/KpiService.ts"
"KpiService","checkKpiCampaign","GET","`${urlsApi.kpi.checkKpiCampaign}${convertParamsToString(params)}`","src/services/KpiService.ts"
"KpiService","delete","DELETE","`${urlsApi.kpi.delete}?id=${id}`","src/services/KpiService.ts"
"KpiService","deleteEmployeeKpi","DELETE","`${urlsApi.kpi.deleteEmployeeKpi}?id=${id}`","src/services/KpiService.ts"
"KpiService","deleteEmployeeKpiContact","DELETE","`${urlsApi.kpi.deleteEmployeeKpiContact}?employeeId=${employeeId}&campaignId=${campaignId}`","src/services/KpiService.ts"
"KpiService","list","GET","`${urlsApi.kpi.list}${convertParamsToString(params)}`","src/services/KpiService.ts"
"KpiService","listEmployeeKpi","GET","`${urlsApi.kpi.listEmployeeKpi}${convertParamsToString(params)}`","src/services/KpiService.ts"
"KpiService","listEmployeeKpiContact","GET","`${urlsApi.kpi.listEmployeeKpiContact}${convertParamsToString(params)}`","src/services/KpiService.ts"
"KpiService","listGoalKpiEmployee","GET","`${urlsApi.kpi.listGoalKpiEmployee}${convertParamsToString(params)}`","src/services/KpiService.ts"
"KpiService","saveKpiContactEmployee","POST","urlsApi.kpi.saveKpiContactEmployee","src/services/KpiService.ts"
"KpiService","saveKpiEmployee","POST","urlsApi.kpi.saveKpiEmployee","src/services/KpiService.ts"
"KpiService","update","POST","urlsApi.kpi.update","src/services/KpiService.ts"
"KpiService","updateKpi","POST","urlsApi.kpi.updateKpi","src/services/KpiService.ts"
"KpiSetupService","delete","DELETE","`${urlsApi.kpiSetup.delete}?id=${id}`","src/services/KpiSetupService.ts"
"KpiSetupService","list","GET","`${urlsApi.kpiSetup.list}${convertParamsToString(params)}`","src/services/KpiSetupService.ts"
"KpiSetupService","update","POST","urlsApi.kpiSetup.update","src/services/KpiSetupService.ts"
"KpiTemplateGoalService","delete","DELETE","`${urlsApi.kpiTemplateGoal.delete}?id=${id}`","src/services/KpiTemplateGoalService.ts"
"KpiTemplateGoalService","list","GET","`${urlsApi.kpiTemplateGoal.list}${convertParamsToString(params)}`","src/services/KpiTemplateGoalService.ts"
"KpiTemplateGoalService","update","POST","urlsApi.kpiTemplateGoal.update","src/services/KpiTemplateGoalService.ts"
"KpiTemplateService","delete","DELETE","`${urlsApi.kpiTemplate.delete}?id=${id}`","src/services/KpiTemplateService.ts"
"KpiTemplateService","list","GET","`${urlsApi.kpiTemplate.list}${convertParamsToString(params)}`","src/services/KpiTemplateService.ts"
"KpiTemplateService","update","POST","urlsApi.kpiTemplate.update","src/services/KpiTemplateService.ts"
"LoanInformationService","delete","DELETE","`${urlsApi.loanInformation.delete}?id=${id}`","src/services/fintech/LoanInformationService.ts"
"LoanInformationService","get","GET","`${urlsApi.loanInformation.get}?id=${id}`","src/services/fintech/LoanInformationService.ts"
"LoanInformationService","list","GET","`${urlsApi.loanInformation.lst}${convertParamsToString(params)}`","src/services/fintech/LoanInformationService.ts"
"LoanInformationService","update","POST","urlsApi.loanInformation.update","src/services/fintech/LoanInformationService.ts"
"MailboxService","delete","DELETE","`${urlsApi.mailBox.delete}?id=${id}`","src/services/MailboxService.ts"
"MailboxService","detail","GET","`${urlsApi.mailBox.detail}?id=${id}`","src/services/MailboxService.ts"
"MailboxService","list","GET","`${urlsApi.mailBox.list}${convertParamsToString(params)}`","src/services/MailboxService.ts"
"MailboxService","mailboxExchangeDelete","DELETE","`${urlsApi.mailBox.mailboxExchangeDelete}?id=${id}`","src/services/MailboxService.ts"
"MailboxService","mailboxExchangeList","GET","`${urlsApi.mailBox.mailboxExchangeList}${convertParamsToString(params)}`","src/services/MailboxService.ts"
"MailboxService","mailboxExchangeUpdate","POST","urlsApi.mailBox.mailboxExchangeUpdate","src/services/MailboxService.ts"
"MailboxService","update","POST","urlsApi.mailBox.update","src/services/MailboxService.ts"
"MailboxService","updateViewer","POST","urlsApi.mailBox.updateViewer","src/services/MailboxService.ts"
"MailboxService","viewer","GET","`${urlsApi.mailBox.viewer}?id=${id}`","src/services/MailboxService.ts"
"ManageDefaultProcessesService","delete","DELETE","`${urlsApi.manageDefaultProcesses.delete}?id=${id}`","src/services/ManageDefaultProcessesService.ts"
"ManageDefaultProcessesService","detail","GET","`${urlsApi.manageDefaultProcesses.detail}?id=${id}`","src/services/ManageDefaultProcessesService.ts"
"ManageDefaultProcessesService","list","GET","`${urlsApi.manageDefaultProcesses.list}${convertParamsToString(params)}`","src/services/ManageDefaultProcessesService.ts"
"ManageDefaultProcessesService","update","POST","urlsApi.manageDefaultProcesses.update","src/services/ManageDefaultProcessesService.ts"
"ManagementAskedService","assignRequest","POST","urlsApi.managementAsked.assignRequest","src/services/ManagementAskedService.ts"
"ManagementAskedService","delete","DELETE","`${urlsApi.managementAsked.delete}?id=${id}`","src/services/ManagementAskedService.ts"
"ManagementAskedService","detail","GET","`${urlsApi.managementAsked.detail}?id=${id}`","src/services/ManagementAskedService.ts"
"ManagementAskedService","detailClarification","GET","`${urlsApi.clarificationDetail.detail}?id=${id}`","src/services/ManagementAskedService.ts"
"ManagementAskedService","getClarificationDetail","GET","`${urlsApi.clarificationDetail.list}${convertParamsToString(params)}`","src/services/ManagementAskedService.ts"
"ManagementAskedService","getDetailReply","GET","`${urlsApi.managementAsked.getDetailReply}?detailId=${id}`","src/services/ManagementAskedService.ts"
"ManagementAskedService","getRepsonseList","GET","`${urlsApi.managementAsked.getRepsonseList}${convertParamsToString(params)}`","src/services/ManagementAskedService.ts"
"ManagementAskedService","insertRepsonse","POST","urlsApi.managementAsked.insertRepsonse","src/services/ManagementAskedService.ts"
"ManagementAskedService","list","GET","`${urlsApi.managementAsked.list}${convertParamsToString(params)}`","src/services/ManagementAskedService.ts"
"ManagementAskedService","replyAsked","POST","urlsApi.managementAsked.replyAsked","src/services/ManagementAskedService.ts"
"ManagementAskedService","saveReply","POST","urlsApi.managementAsked.saveReply","src/services/ManagementAskedService.ts"
"ManagementAskedService","update","POST","urlsApi.managementAsked.update","src/services/ManagementAskedService.ts"
"ManagementAskedService","updateStatusClarification","POST","urlsApi.clarificationDetail.updateStatus","src/services/ManagementAskedService.ts"
"MarketingAutomationService","addNode","POST","urlsApi.ma.addNode","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","approveMA","POST","urlsApi.ma.updateStatus","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","delete","DELETE","`${urlsApi.ma.delete}?id=${id}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","deleteCustomer","DELETE","`${urlsApi.ma.deleteCustomer}?id=${id}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","deleteNode","DELETE","`${urlsApi.ma.deleteNode}?nodeId=${id}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","detail","GET","`${urlsApi.ma.detail}?id=${id}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","detailConfigMA","GET","`${urlsApi.ma.detailConfigMA}?maId=${id}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","detailCustomer","GET","`${urlsApi.ma.detailCustomer}${convertParamsToString(params)}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","detailMA","GET","`${urlsApi.ma.detailMA}?maId=${id}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","detailMapping","GET","`${urlsApi.ma.detailMapping}?maId=${id}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","list","GET","`${urlsApi.ma.list}${convertParamsToString(params)}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","listCustomer","GET","`${urlsApi.ma.listCustomer}${convertParamsToString(params)}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","listCustomerByCareer","GET","`${urlsApi.ma.listCustomerByCareer}${convertParamsToString(params)}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","listCustomerByCustCard","GET","`${urlsApi.ma.listCustomerByCustCard}${convertParamsToString(params)}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","listCustomerByCustGroup","GET","`${urlsApi.ma.listCustomerByCustGroup}${convertParamsToString(params)}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","listCustomerByDate","GET","`${urlsApi.ma.listCustomerByDate}${convertParamsToString(params)}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","listCustomerByType","GET","`${urlsApi.ma.listCustomerByType}${convertParamsToString(params)}`","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","update","POST","urlsApi.ma.update","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","updateConfigNode","POST","urlsApi.ma.updateConfigNode","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","updateMapping","POST","urlsApi.ma.updateMapping","src/services/MarketingAutomationService.ts"
"MarketingAutomationService","updateNode","POST","urlsApi.ma.updateNode","src/services/MarketingAutomationService.ts"
"MaterialService","delete","DELETE","`${urlsApi.material.delete}?id=${id}`","src/services/MaterialService.ts"
"MaterialService","detail","GET","`${urlsApi.material.detail}?id=${id}`","src/services/MaterialService.ts"
"MaterialService","importExcel","POST","urlsApi.material.upload","src/services/MaterialService.ts"
"MaterialService","list","GET","`${urlsApi.material.list}${convertParamsToString(params)}`","src/services/MaterialService.ts"
"MaterialService","update","POST","urlsApi.material.update","src/services/MaterialService.ts"
"MaterialService","updateStatus","POST","urlsApi.material.updateStatus","src/services/MaterialService.ts"
"NegotiationService","createNegotiation","POST","urlsApi.negotiation.createNegotiation","src/services/NegotiationService.ts"
"NegotiationService","detail","GET","`${urlsApi.negotiation.detail}${convertParamsToString(params)}`","src/services/NegotiationService.ts"
"NegotiationService","listByRound","GET","`${urlsApi.negotiation.listByRound}${convertParamsToString(params)}`","src/services/NegotiationService.ts"
"NegotiationService","listOrganizationsPassed","GET","`${urlsApi.negotiation.listOrganizationsPassed}${convertParamsToString(params)}`","src/services/NegotiationService.ts"
"NegotiationService","saveOrUpdate","POST","urlsApi.negotiation.saveOrUpdate","src/services/NegotiationService.ts"
"NetDepositService","delete","DELETE","`${urlsApi.netDeposit.delete}?id=${id}`","src/services/fintech/NetDepositService.ts"
"NetDepositService","get","GET","`${urlsApi.netDeposit.get}?id=${id}`","src/services/fintech/NetDepositService.ts"
"NetDepositService","list","GET","`${urlsApi.netDeposit.lst}${convertParamsToString(params)}`","src/services/fintech/NetDepositService.ts"
"NetDepositService","update","POST","urlsApi.netDeposit.update","src/services/fintech/NetDepositService.ts"
"NetLoanService","delete","DELETE","`${urlsApi.netLoan.delete}?id=${id}`","src/services/fintech/NetLoanService.ts"
"NetLoanService","get","GET","`${urlsApi.netLoan.get}?id=${id}`","src/services/fintech/NetLoanService.ts"
"NetLoanService","list","GET","`${urlsApi.netLoan.lst}${convertParamsToString(params)}`","src/services/fintech/NetLoanService.ts"
"NetLoanService","update","POST","urlsApi.netLoan.update","src/services/fintech/NetLoanService.ts"
"NetServiceChargeService","delete","DELETE","`${urlsApi.netServiceCharge.delete}?id=${id}`","src/services/fintech/NetServiceChargeService.ts"
"NetServiceChargeService","get","GET","`${urlsApi.netServiceCharge.get}?id=${id}`","src/services/fintech/NetServiceChargeService.ts"
"NetServiceChargeService","list","GET","`${urlsApi.netServiceCharge.lst}${convertParamsToString(params)}`","src/services/fintech/NetServiceChargeService.ts"
"NetServiceChargeService","update","POST","urlsApi.netServiceCharge.update","src/services/fintech/NetServiceChargeService.ts"
"NotificationService","countUnread","GET","`${urlsApi.notificationHistory.countUnread}`","src/services/NotificationService.ts"
"NotificationService","delete","DELETE","`${urlsApi.notificationHistory.delete}?id=${id}`","src/services/NotificationService.ts"
"NotificationService","detail","GET","`${urlsApi.notificationHistory.detail}?id=${id}`","src/services/NotificationService.ts"
"NotificationService","list","GET","`${urlsApi.notificationHistory.list}${convertParamsToString(params)}`","src/services/NotificationService.ts"
"NotificationService","update","POST","urlsApi.notificationHistory.update","src/services/NotificationService.ts"
"NotificationService","updateReadAll","POST","urlsApi.notificationHistory.updateReadAll","src/services/NotificationService.ts"
"NotificationService","updateUnread","POST","urlsApi.notificationHistory.updateUnread","src/services/NotificationService.ts"
"NotificationTemplateService","delete","DELETE","`${urlsApi.notificationTemplate.delete}?id=${id}`","src/services/NotificationTemplateService.ts"
"NotificationTemplateService","detail","GET","`${urlsApi.notificationTemplate.detail}?id=${id}`","src/services/NotificationTemplateService.ts"
"NotificationTemplateService","detailSettingNotify","GET","`${urlsApi.notificationTemplate.detailSettingNotify}`","src/services/NotificationTemplateService.ts"
"NotificationTemplateService","list","GET","`${urlsApi.notificationTemplate.list}${convertParamsToString(params)}`","src/services/NotificationTemplateService.ts"
"NotificationTemplateService","update","POST","urlsApi.notificationTemplate.update","src/services/NotificationTemplateService.ts"
"NotificationTemplateService","updateSettingNotify","POST","urlsApi.notificationTemplate.updateSettingNotify","src/services/NotificationTemplateService.ts"
"ObjectAttributeService","checkDuplicated","GET","`${urlsApi.objectAttribute.checkDuplicated}${convertParamsToString(params)}`","src/services/ObjectAttributeService.ts"
"ObjectAttributeService","delete","DELETE","`${urlsApi.objectAttribute.delete}?id=${id}`","src/services/ObjectAttributeService.ts"
"ObjectAttributeService","detail","GET","`${urlsApi.objectAttribute.detail}?id=${id}`","src/services/ObjectAttributeService.ts"
"ObjectAttributeService","list","GET","`${urlsApi.objectAttribute.list}${convertParamsToString(params)}`","src/services/ObjectAttributeService.ts"
"ObjectAttributeService","listAll","GET","`${urlsApi.objectAttribute.listAll}`","src/services/ObjectAttributeService.ts"
"ObjectAttributeService","listAll","GET","`${urlsApi.objectAttribute.listAll}?groupId=${groupId}`","src/services/ObjectAttributeService.ts"
"ObjectAttributeService","update","POST","urlsApi.objectAttribute.update","src/services/ObjectAttributeService.ts"
"ObjectAttributeService","updatePosition","POST","urlsApi.objectAttribute.updatePosition","src/services/ObjectAttributeService.ts"
"ObjectExtraInfoService","list","GET","`${urlsApi.objectExtraInfo.list}?objectId=${objectId}`","src/services/ObjectExtraInfoService.ts"
"ObjectFeatureService","delete","DELETE","`${urlsApi.objectFeature.delete}?id=${id}`","src/services/ObjectFeatureService.ts"
"ObjectFeatureService","detail","GET","`${urlsApi.objectFeature.detail}?id=${id}`","src/services/ObjectFeatureService.ts"
"ObjectFeatureService","list","GET","`${urlsApi.objectFeature.lst}${convertParamsToString(params)}`","src/services/ObjectFeatureService.ts"
"ObjectFeatureService","update","POST","urlsApi.objectFeature.update","src/services/ObjectFeatureService.ts"
"ObjectGroupService","delete","DELETE","`${urlsApi.objectGroup.delete}?id=${id}`","src/services/ObjectGroupService.ts"
"ObjectGroupService","detail","GET","`${urlsApi.objectGroup.detail}?id=${id}`","src/services/ObjectGroupService.ts"
"ObjectGroupService","detailByType","GET","`${urlsApi.objectGroup.detail}?type=${type}`","src/services/ObjectGroupService.ts"
"ObjectGroupService","list","GET","`${urlsApi.objectGroup.list}${convertParamsToString(params)}`","src/services/ObjectGroupService.ts"
